#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACKR2	CD28	9606.ENSP00000416996	9606.ENSP00000324890	0	0	0	0	0.042	0	0	0.480	0.480
ACKR2	CADM1	9606.ENSP00000416996	9606.ENSP00000329797	0	0	0	0	0	0.091	0	0.378	0.410
ACKR2	SELE	9606.ENSP00000416996	9606.ENSP00000331736	0	0	0	0	0	0	0	0.642	0.642
ACKR2	CCR6	9606.ENSP00000416996	9606.ENSP00000343952	0	0	0	0.823	0	0	0	0.615	0.615
ACKR2	C5AR1	9606.ENSP00000416996	9606.ENSP00000347197	0	0	0	0.670	0	0	0	0.402	0.402
ACKR2	CX3CR1	9606.ENSP00000416996	9606.ENSP00000351059	0	0	0	0.820	0	0	0	0.438	0.438
ACKR2	IFNGR1	9606.ENSP00000416996	9606.ENSP00000356713	0	0	0.298	0	0	0	0	0.182	0.401
ACKR2	CD40	9606.ENSP00000416996	9606.ENSP00000361359	0	0	0	0	0	0	0	0.482	0.482
ACKR2	CXCR3	9606.ENSP00000416996	9606.ENSP00000362795	0	0	0	0.818	0	0	0	0.518	0.518
ACKR2	IL2RA	9606.ENSP00000416996	9606.ENSP00000369293	0	0	0.273	0	0	0	0	0.388	0.536
ACKR2	CD274	9606.ENSP00000416996	9606.ENSP00000370989	0	0	0	0	0	0	0	0.445	0.445
ACKR2	ITGB1	9606.ENSP00000416996	9606.ENSP00000379350	0	0	0	0	0	0	0	0.529	0.529
ACKR2	ITGA4	9606.ENSP00000416996	9606.ENSP00000380227	0	0	0	0	0.042	0	0	0.647	0.647
ACKR2	CD8A	9606.ENSP00000416996	9606.ENSP00000386559	0	0	0	0	0	0	0	0.817	0.817
ACKR2	CXCR4	9606.ENSP00000416996	9606.ENSP00000386884	0	0	0	0.817	0	0	0	0.643	0.643
ACKR2	CXCR6	9606.ENSP00000416996	9606.ENSP00000395704	0	0	0	0.770	0.047	0	0	0.415	0.418
ACKR2	CD44	9606.ENSP00000416996	9606.ENSP00000398632	0	0	0	0	0	0	0	0.479	0.479
ACKR2	PTPRC	9606.ENSP00000416996	9606.ENSP00000411355	0	0	0	0	0	0	0	0.578	0.578
ACKR2	CTLA4	9606.ENSP00000416996	9606.ENSP00000497102	0	0	0	0	0.056	0	0	0.507	0.514
ACKR2	CCR3	9606.ENSP00000416996	9606.ENSP00000441600	0	0	0	0.836	0.047	0	0	0.548	0.551
ACKR2	ITGAM	9606.ENSP00000416996	9606.ENSP00000496959	0	0	0	0	0	0	0	0.571	0.571
ACKR2	ITGAX	9606.ENSP00000416996	9606.ENSP00000454623	0	0	0	0	0	0	0	0.583	0.583
ACKR2	NCAM1	9606.ENSP00000416996	9606.ENSP00000480132	0	0	0	0	0	0.091	0	0.591	0.612
ACKR2	SELL	9606.ENSP00000416996	9606.ENSP00000498227	0	0	0	0	0	0	0	0.753	0.753
ACKR3	CCR7	9606.ENSP00000272928	9606.ENSP00000246657	0	0	0.088	0.752	0.055	0	0.500	0.141	0.580
ACKR3	CD40	9606.ENSP00000272928	9606.ENSP00000361359	0	0	0	0	0	0	0	0.421	0.421
ACKR3	CTLA4	9606.ENSP00000272928	9606.ENSP00000497102	0	0	0	0	0.042	0	0	0.425	0.425
ACKR3	IL7R	9606.ENSP00000272928	9606.ENSP00000306157	0	0	0	0	0.048	0	0	0.428	0.432
ACKR3	PECAM1	9606.ENSP00000272928	9606.ENSP00000457421	0	0	0	0	0.044	0.242	0	0.305	0.452
ACKR3	CCR4	9606.ENSP00000272928	9606.ENSP00000332659	0	0	0	0.753	0	0	0.500	0.046	0.502
ACKR3	VCAM1	9606.ENSP00000272928	9606.ENSP00000294728	0	0	0	0	0.072	0.098	0	0.468	0.515
ACKR3	CX3CR1	9606.ENSP00000272928	9606.ENSP00000351059	0	0	0	0.761	0.042	0	0.500	0.126	0.544
ACKR3	CCR10	9606.ENSP00000272928	9606.ENSP00000332504	0	0	0	0.753	0	0	0.500	0.131	0.547
ACKR3	CCR1	9606.ENSP00000272928	9606.ENSP00000296140	0	0	0	0.759	0	0	0.500	0.136	0.550
ACKR3	CCR3	9606.ENSP00000272928	9606.ENSP00000441600	0	0	0	0.733	0	0	0.500	0.143	0.553
ACKR3	CXCR6	9606.ENSP00000272928	9606.ENSP00000395704	0	0	0	0.692	0.044	0	0.500	0.152	0.559
ACKR3	CCR6	9606.ENSP00000272928	9606.ENSP00000343952	0	0	0	0.714	0	0	0.500	0.186	0.575
ACKR3	CCR2	9606.ENSP00000272928	9606.ENSP00000292301	0	0	0	0.737	0	0	0.500	0.371	0.672
ACKR3	CXCR1	9606.ENSP00000272928	9606.ENSP00000295683	0	0	0	0.790	0	0	0.500	0.422	0.698
ACKR3	CXCR2	9606.ENSP00000272928	9606.ENSP00000319635	0	0	0	0.791	0	0	0.500	0.433	0.704
ACKR3	CCR5	9606.ENSP00000272928	9606.ENSP00000292303	0	0	0	0.743	0	0	0.500	0.443	0.709
ACKR3	CXCR5	9606.ENSP00000272928	9606.ENSP00000292174	0	0	0	0.733	0.042	0	0.500	0.446	0.711
ACKR3	CXCR3	9606.ENSP00000272928	9606.ENSP00000362795	0	0	0	0.768	0	0	0.500	0.481	0.729
ACKR3	EGFR	9606.ENSP00000272928	9606.ENSP00000275493	0	0	0	0	0	0.048	0	0.767	0.768
ACKR3	CXCR4	9606.ENSP00000272928	9606.ENSP00000386884	0	0	0	0.785	0.074	0.788	0.900	0.850	0.996
ACVR1	ACVR2A	9606.ENSP00000405004	9606.ENSP00000241416	0	0	0.108	0.759	0.159	0.566	0.900	0.987	0.999
ACVR1	ACVR1C	9606.ENSP00000405004	9606.ENSP00000243349	0	0	0.067	0.929	0	0.045	0.900	0.090	0.908
ACVR1	PDGFRA	9606.ENSP00000405004	9606.ENSP00000257290	0	0	0	0	0.054	0.092	0	0.505	0.537
ACVR1	AMHR2	9606.ENSP00000405004	9606.ENSP00000257863	0	0	0	0.696	0.132	0	0.800	0.693	0.942
ACVR1	ITGB5	9606.ENSP00000405004	9606.ENSP00000296181	0	0	0	0	0.216	0.071	0	0.341	0.478
ACVR1	ACVR2B	9606.ENSP00000405004	9606.ENSP00000340361	0	0	0.091	0.763	0.135	0.391	0.800	0.946	0.993
ACVR1	TGFBR2	9606.ENSP00000405004	9606.ENSP00000351905	0	0	0.083	0.749	0.161	0.259	0	0.706	0.810
ACVR1	CD55	9606.ENSP00000405004	9606.ENSP00000356030	0	0	0	0	0.047	0.045	0	0.634	0.638
ACVR1	BMPR1A	9606.ENSP00000405004	9606.ENSP00000361107	0	0	0.072	0.927	0.057	0.741	0.900	0.977	0.999
ACVR1	BMPR2	9606.ENSP00000405004	9606.ENSP00000363708	0	0	0	0.745	0.194	0.755	0.900	0.985	0.999
ACVR1	ALK	9606.ENSP00000405004	9606.ENSP00000373700	0	0	0	0.564	0	0.092	0	0.602	0.623
ACVR1	CD44	9606.ENSP00000405004	9606.ENSP00000398632	0	0	0	0	0.109	0.045	0	0.443	0.485
ACVR1	BMPR1B	9606.ENSP00000405004	9606.ENSP00000401907	0	0	0.069	0.927	0	0	0.900	0.952	0.995
ACVR1	TGFBR1	9606.ENSP00000405004	9606.ENSP00000447297	0	0	0.066	0.925	0.042	0.350	0.540	0.876	0.960
ACVR1	ACVR1B	9606.ENSP00000405004	9606.ENSP00000442656	0	0	0.064	0.914	0	0.620	0.720	0.820	0.979
ACVR1B	ACVR2A	9606.ENSP00000442656	9606.ENSP00000241416	0	0	0	0.737	0.142	0.668	0.540	0.987	0.998
ACVR1B	ACVR1C	9606.ENSP00000442656	9606.ENSP00000243349	0	0	0.056	0.964	0	0.165	0.720	0.872	0.967
ACVR1B	PDGFRA	9606.ENSP00000442656	9606.ENSP00000257290	0	0	0	0	0	0.092	0	0.467	0.495
ACVR1B	AMHR2	9606.ENSP00000442656	9606.ENSP00000257863	0	0	0	0.676	0.132	0	0.540	0.172	0.640
ACVR1B	CD34	9606.ENSP00000442656	9606.ENSP00000310036	0	0	0	0	0.055	0	0	0.467	0.475
ACVR1B	ACVR2B	9606.ENSP00000442656	9606.ENSP00000340361	0	0	0	0.731	0.142	0.925	0.540	0.987	0.999
ACVR1B	TGFBR2	9606.ENSP00000442656	9606.ENSP00000351905	0	0	0	0.734	0.132	0.229	0	0.643	0.740
ACVR1B	CD55	9606.ENSP00000442656	9606.ENSP00000356030	0	0	0	0	0	0.045	0	0.596	0.598
ACVR1B	IFNGR1	9606.ENSP00000442656	9606.ENSP00000356713	0	0	0	0	0.107	0.045	0	0.404	0.448
ACVR1B	IL13RA1	9606.ENSP00000442656	9606.ENSP00000360730	0	0	0	0	0.081	0	0	0.428	0.452
ACVR1B	BMPR1A	9606.ENSP00000442656	9606.ENSP00000361107	0	0	0.061	0.912	0.060	0	0	0.509	0.529
ACVR1B	BMPR2	9606.ENSP00000442656	9606.ENSP00000363708	0	0	0	0.698	0.139	0.230	0	0.577	0.695
ACVR1B	ALK	9606.ENSP00000442656	9606.ENSP00000373700	0	0	0	0	0.043	0.092	0	0.929	0.932
ACVR1B	BMPR1B	9606.ENSP00000442656	9606.ENSP00000401907	0	0	0.059	0.916	0.060	0	0	0.547	0.564
ACVR1B	TGFBR1	9606.ENSP00000442656	9606.ENSP00000447297	0	0	0.055	0.968	0.049	0	0.540	0.975	0.988
ACVR1C	ACVR2A	9606.ENSP00000243349	9606.ENSP00000241416	0	0	0	0.792	0.151	0.152	0.900	0.953	0.996
ACVR1C	BMPR2	9606.ENSP00000243349	9606.ENSP00000363708	0	0	0	0.742	0.134	0	0	0.492	0.541
ACVR1C	TGFBR2	9606.ENSP00000243349	9606.ENSP00000351905	0	0	0	0.775	0.132	0.091	0	0.505	0.575
ACVR1C	AMHR2	9606.ENSP00000243349	9606.ENSP00000257863	0	0	0	0.710	0.132	0	0.540	0.159	0.634
ACVR1C	ALK	9606.ENSP00000243349	9606.ENSP00000373700	0	0	0	0	0	0.092	0	0.657	0.675
ACVR1C	TGFBR1	9606.ENSP00000243349	9606.ENSP00000447297	0	0	0.055	0.968	0	0.172	0.540	0.892	0.955
ACVR1C	ACVR2B	9606.ENSP00000243349	9606.ENSP00000340361	0	0	0	0.793	0.142	0.152	0.900	0.967	0.997
ACVR2A	IL6ST	9606.ENSP00000241416	9606.ENSP00000370698	0	0	0	0	0.049	0	0	0.403	0.408
ACVR2A	PDGFRA	9606.ENSP00000241416	9606.ENSP00000257290	0	0	0	0	0.069	0.074	0	0.473	0.506
ACVR2A	TGFBR2	9606.ENSP00000241416	9606.ENSP00000351905	0	0	0	0.826	0	0.188	0	0.462	0.544
ACVR2A	AMHR2	9606.ENSP00000241416	9606.ENSP00000257863	0	0	0	0.737	0	0	0.540	0.183	0.608
ACVR2A	ALK	9606.ENSP00000241416	9606.ENSP00000373700	0	0	0	0	0	0	0	0.839	0.839
ACVR2A	BMPR1B	9606.ENSP00000241416	9606.ENSP00000401907	0	0	0.078	0.782	0.153	0.152	0.900	0.840	0.987
ACVR2A	TGFBR1	9606.ENSP00000241416	9606.ENSP00000447297	0	0	0.082	0.779	0.158	0.152	0.800	0.927	0.988
ACVR2A	BMPR2	9606.ENSP00000241416	9606.ENSP00000363708	0	0	0	0.828	0.072	0.292	0.900	0.927	0.994
ACVR2A	BMPR1A	9606.ENSP00000241416	9606.ENSP00000361107	0	0	0.077	0.789	0.150	0.869	0.900	0.872	0.998
ACVR2A	ACVR2B	9606.ENSP00000241416	9606.ENSP00000340361	0	0	0.053	0.973	0.067	0.226	0.900	0.981	0.998
ACVR2B	CD4	9606.ENSP00000340361	9606.ENSP00000011653	0	0	0	0	0	0.081	0	0.399	0.424
ACVR2B	AMHR2	9606.ENSP00000340361	9606.ENSP00000257863	0	0	0	0.739	0.047	0	0.540	0.374	0.701
ACVR2B	KDR	9606.ENSP00000340361	9606.ENSP00000263923	0	0	0	0	0.055	0.074	0	0.374	0.404
ACVR2B	FZD7	9606.ENSP00000340361	9606.ENSP00000286201	0	0	0	0	0.067	0.071	0	0.449	0.481
ACVR2B	TNFRSF12A	9606.ENSP00000340361	9606.ENSP00000326737	0	0	0	0	0	0	0	0.512	0.512
ACVR2B	CD36	9606.ENSP00000340361	9606.ENSP00000415743	0	0	0	0	0	0	0	0.416	0.416
ACVR2B	IGF2R	9606.ENSP00000340361	9606.ENSP00000349437	0	0	0	0	0.086	0.045	0	0.386	0.417
ACVR2B	ALK	9606.ENSP00000340361	9606.ENSP00000373700	0	0	0	0	0.042	0	0	0.616	0.617
ACVR2B	TGFBR2	9606.ENSP00000340361	9606.ENSP00000351905	0	0	0	0.823	0	0.577	0	0.619	0.831
ACVR2B	BMPR2	9606.ENSP00000340361	9606.ENSP00000363708	0	0	0	0.832	0	0	0.400	0.923	0.951
ACVR2B	BMPR1B	9606.ENSP00000340361	9606.ENSP00000401907	0	0	0.084	0.771	0.135	0.152	0.800	0.865	0.978
ACVR2B	BMPR1A	9606.ENSP00000340361	9606.ENSP00000361107	0	0	0	0.751	0.153	0.845	0.800	0.839	0.995
ACVR2B	TGFBR1	9606.ENSP00000340361	9606.ENSP00000447297	0	0	0.084	0.767	0.135	0.845	0.800	0.985	0.999
ADCYAP1R1	NTRK2	9606.ENSP00000483721	9606.ENSP00000277120	0	0	0	0	0.214	0	0.500	0.471	0.774
ADCYAP1R1	ADORA2B	9606.ENSP00000483721	9606.ENSP00000304501	0	0	0	0	0.052	0	0.400	0.101	0.444
ADCYAP1R1	CADM3	9606.ENSP00000483721	9606.ENSP00000357106	0	0	0	0	0.248	0	0	0.399	0.528
ADCYAP1R1	CRHR1	9606.ENSP00000483721	9606.ENSP00000381333	0	0	0	0.690	0.202	0	0	0.475	0.564
ADCYAP1R1	CXCR4	9606.ENSP00000483721	9606.ENSP00000386884	0	0	0	0	0	0	0	0.451	0.451
ADCYAP1R1	NTRK1	9606.ENSP00000483721	9606.ENSP00000431418	0	0	0	0	0.051	0	0.500	0.263	0.619
ADCYAP1R1	PLXNB3	9606.ENSP00000483721	9606.ENSP00000442736	0	0	0	0	0.072	0	0	0.402	0.421
ADCYAP1R1	IGF1R	9606.ENSP00000483721	9606.ENSP00000497069	0	0	0	0	0	0.095	0	0.570	0.594
ADORA1	EGFR	9606.ENSP00000356205	9606.ENSP00000275493	0	0	0	0	0.082	0.305	0	0.147	0.408
ADORA1	F2R	9606.ENSP00000356205	9606.ENSP00000321326	0	0	0	0	0	0	0	0.441	0.441
ADORA1	ADORA2A	9606.ENSP00000356205	9606.ENSP00000480012	0	0	0.056	0.928	0.056	0.394	0	0.646	0.784
ADORA2A	CD4	9606.ENSP00000480012	9606.ENSP00000011653	0	0	0	0	0.061	0.357	0	0.556	0.709
ADORA2A	LAG3	9606.ENSP00000480012	9606.ENSP00000203629	0	0	0	0	0.062	0.091	0	0.582	0.612
ADORA2A	NTRK2	9606.ENSP00000480012	9606.ENSP00000277120	0	0	0	0	0	0	0.700	0.809	0.940
ADORA2A	ADORA2B	9606.ENSP00000480012	9606.ENSP00000304501	0	0	0	0.953	0	0.325	0.900	0.153	0.937
ADORA2A	GPR37	9606.ENSP00000480012	9606.ENSP00000306449	0	0	0	0	0	0.292	0	0.271	0.461
ADORA2A	HAVCR2	9606.ENSP00000480012	9606.ENSP00000312002	0	0	0	0	0.042	0.091	0	0.542	0.566
ADORA2A	ICOS	9606.ENSP00000480012	9606.ENSP00000319476	0	0	0	0	0.082	0	0	0.400	0.426
ADORA2A	CD28	9606.ENSP00000480012	9606.ENSP00000324890	0	0	0	0	0.044	0	0	0.447	0.448
ADORA2A	TNFRSF18	9606.ENSP00000480012	9606.ENSP00000328207	0	0	0	0	0.063	0	0	0.406	0.419
ADORA2A	PDCD1	9606.ENSP00000480012	9606.ENSP00000335062	0	0	0	0	0.056	0	0	0.480	0.488
ADORA2A	TNFRSF4	9606.ENSP00000480012	9606.ENSP00000368538	0	0	0	0	0.056	0	0	0.629	0.634
ADORA2A	CD274	9606.ENSP00000480012	9606.ENSP00000370989	0	0	0	0	0.056	0	0	0.571	0.577
ADORA2A	CSF2RB	9606.ENSP00000480012	9606.ENSP00000384053	0	0	0	0	0.089	0	0.500	0	0.525
ADORA2A	CD8A	9606.ENSP00000480012	9606.ENSP00000386559	0	0	0	0	0.056	0	0	0.526	0.533
ADORA2A	CXCR4	9606.ENSP00000480012	9606.ENSP00000386884	0	0	0	0	0.082	0	0	0.643	0.658
ADORA2A	FGFR1	9606.ENSP00000480012	9606.ENSP00000393312	0	0	0	0	0	0.046	0	0.717	0.718
ADORA2A	CSF2RA	9606.ENSP00000480012	9606.ENSP00000394227	0	0	0	0	0.050	0	0.500	0	0.504
ADORA2A	TIGIT	9606.ENSP00000480012	9606.ENSP00000419085	0	0	0	0	0.056	0	0	0.480	0.488
ADORA2A	NTRK1	9606.ENSP00000480012	9606.ENSP00000431418	0	0	0	0	0	0	0.700	0.545	0.857
ADORA2A	TNFRSF9	9606.ENSP00000480012	9606.ENSP00000478699	0	0	0	0	0.066	0	0	0.418	0.433
ADORA2A	CTLA4	9606.ENSP00000480012	9606.ENSP00000497102	0	0	0	0	0.044	0	0	0.698	0.698
ADORA2B	LHCGR	9606.ENSP00000304501	9606.ENSP00000294954	0	0	0	0	0	0	0.400	0.082	0.426
ADORA2B	MC5R	9606.ENSP00000304501	9606.ENSP00000468086	0	0	0	0.662	0	0	0.400	0.056	0.409
ADORA2B	CALCRL	9606.ENSP00000304501	9606.ENSP00000376177	0	0	0	0	0	0	0.400	0.072	0.419
ADORA2B	MC1R	9606.ENSP00000304501	9606.ENSP00000451605	0	0	0	0.625	0	0	0.400	0.073	0.420
ADORA2B	MC2R	9606.ENSP00000304501	9606.ENSP00000333821	0	0	0	0.647	0.056	0	0.400	0.059	0.420
ADORA2B	CALCR	9606.ENSP00000304501	9606.ENSP00000352561	0	0	0	0	0.044	0	0.400	0.090	0.432
ADORA2B	TSHR	9606.ENSP00000304501	9606.ENSP00000441235	0	0	0	0	0	0	0.400	0.097	0.435
ADORA2B	CRHR1	9606.ENSP00000304501	9606.ENSP00000381333	0	0	0	0	0.048	0	0.400	0.102	0.442
ADORA2B	PTH1R	9606.ENSP00000304501	9606.ENSP00000402723	0	0	0	0	0	0	0.400	0.127	0.453
ADORA2B	CSF2RA	9606.ENSP00000304501	9606.ENSP00000394227	0	0	0	0	0.049	0	0.500	0	0.504
ADORA2B	CSF2RB	9606.ENSP00000304501	9606.ENSP00000384053	0	0	0	0	0.071	0	0.500	0	0.515
ADORA2B	DCC	9606.ENSP00000304501	9606.ENSP00000389140	0	0	0	0	0	0	0	0.549	0.549
AEBP1	PDGFRB	9606.ENSP00000223357	9606.ENSP00000261799	0	0	0	0	0.260	0	0	0.226	0.403
AEBP1	EDNRA	9606.ENSP00000223357	9606.ENSP00000315011	0	0	0	0	0.154	0	0	0.345	0.423
AEBP1	LRP6	9606.ENSP00000223357	9606.ENSP00000261349	0	0	0	0	0	0	0	0.463	0.463
AEBP1	FZD8	9606.ENSP00000223357	9606.ENSP00000363826	0	0	0	0	0.060	0	0	0.518	0.528
AGTR1	CD4	9606.ENSP00000398832	9606.ENSP00000011653	0	0	0	0	0	0.091	0	0.370	0.402
AGTR1	OPRD1	9606.ENSP00000398832	9606.ENSP00000234961	0	0	0	0.736	0	0	0.500	0.070	0.515
AGTR1	F2RL3	9606.ENSP00000398832	9606.ENSP00000248076	0	0	0	0.687	0	0	0.400	0.065	0.415
AGTR1	MCHR1	9606.ENSP00000398832	9606.ENSP00000249016	0	0	0	0.669	0	0	0.400	0.076	0.421
AGTR1	GALR3	9606.ENSP00000398832	9606.ENSP00000249041	0	0	0	0.702	0	0	0.500	0	0.499
AGTR1	KDR	9606.ENSP00000398832	9606.ENSP00000263923	0	0	0	0	0.124	0	0	0.548	0.587
AGTR1	ICAM1	9606.ENSP00000398832	9606.ENSP00000264832	0	0	0	0	0	0	0	0.435	0.435
AGTR1	SSTR1	9606.ENSP00000398832	9606.ENSP00000267377	0	0	0	0.740	0.072	0	0.500	0.055	0.523
AGTR1	EGFR	9606.ENSP00000398832	9606.ENSP00000275493	0	0	0	0	0.072	0.048	0	0.669	0.682
AGTR1	NPFFR1	9606.ENSP00000398832	9606.ENSP00000277942	0	0	0	0.647	0	0	0.400	0	0.400
AGTR1	CCR2	9606.ENSP00000398832	9606.ENSP00000292301	0	0	0	0.771	0	0	0	0.474	0.474
AGTR1	VCAM1	9606.ENSP00000398832	9606.ENSP00000294728	0	0	0	0	0.074	0.098	0	0.474	0.522
AGTR1	F2RL2	9606.ENSP00000398832	9606.ENSP00000296641	0	0	0	0.672	0.042	0	0.400	0.068	0.417
AGTR1	F2RL1	9606.ENSP00000398832	9606.ENSP00000296677	0	0	0	0.666	0	0	0.400	0.077	0.422
AGTR1	GALR1	9606.ENSP00000398832	9606.ENSP00000299727	0	0	0	0.689	0	0	0.500	0.095	0.528
AGTR1	PNOC	9606.ENSP00000398832	9606.ENSP00000301908	0	0	0	0	0	0.136	0.500	0.091	0.573
AGTR1	C3AR1	9606.ENSP00000398832	9606.ENSP00000302079	0	0	0	0.639	0.042	0	0.500	0.091	0.526
AGTR1	TACR1	9606.ENSP00000398832	9606.ENSP00000303522	0	0	0	0.615	0	0.045	0.400	0.119	0.451
AGTR1	NTSR2	9606.ENSP00000398832	9606.ENSP00000303686	0	0	0	0	0	0	0.400	0.067	0.416
AGTR1	NMUR1	9606.ENSP00000398832	9606.ENSP00000305877	0	0	0	0.595	0	0	0.400	0.071	0.418
AGTR1	GPR37	9606.ENSP00000398832	9606.ENSP00000306449	0	0	0	0.570	0	0	0.500	0.135	0.549
AGTR1	XCR1	9606.ENSP00000398832	9606.ENSP00000310405	0	0	0	0.733	0	0	0.400	0.048	0.404
AGTR1	EDNRA	9606.ENSP00000398832	9606.ENSP00000315011	0	0	0	0.595	0.129	0	0.400	0.271	0.586
AGTR1	F2R	9606.ENSP00000398832	9606.ENSP00000321326	0	0	0	0.675	0	0	0.400	0.142	0.463
AGTR1	OXTR	9606.ENSP00000398832	9606.ENSP00000324270	0	0	0	0.568	0.055	0	0.400	0.168	0.487
AGTR1	GALR2	9606.ENSP00000398832	9606.ENSP00000329684	0	0	0	0.680	0	0	0.500	0.075	0.517
